character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,level_difficulty,visibility,entity_density,entity_aggression,resource_density,maze_complexity,geometry_stability,special_rule,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,survived_24h,survival_time_hours,escape_probability
7906,18,male,189,83,2,5,8,4,6,4,5,8,5,4,69,44,43,44,46,53,58,38,1,34,0,0,0,0,0,0,1,10,0,5,73,33,74,81,66,57,31,haunted_hotel,80,13,23,7,0,8,0.1655
7907,28,male,161,87,6,5,8,5,5,3,6,8,6,3,62,56,68,54,34,47,41,60,0,0,1,1,1,2,0,0,0,0,1,6,66,25,81,77,14,65,23,darkness,61,8,48,8,1,61,0.4399
7908,40,male,173,73,8,5,4,5,3,6,5,5,7,1,34,50,45,55,59,36,34,44,0,0,1,1,1,3,0,0,0,0,1,8,64,43,49,45,22,70,20,flooding,35,57,5,10,0,3,0.038
7909,43,female,156,73,6,5,2,6,6,6,6,2,6,2,58,59,63,50,38,51,52,69,0,0,1,1,1,3,1,6,1,4,0,6,93,12,41,47,13,48,50,trap_exit,58,46,27,12,1,82,0.5906
7910,27,male,177,60,6,5,4,7,3,4,7,4,6,5,43,40,38,45,59,61,63,51,1,50,1,1,1,5,0,0,0,0,1,3,51,41,50,56,48,78,54,flooding,40,50,48,12,1,100,0.5029
7911,37,male,163,89,5,6,5,6,7,5,7,6,6,8,35,42,37,42,54,63,29,52,1,23,1,1,1,2,1,4,0,0,0,4,2,75,22,20,59,32,56,liminal_office,20,89,21,16,1,79,0.7095
7912,31,male,174,85,4,3,4,6,6,6,6,4,4,3,73,54,70,66,35,42,42,50,1,15,0,1,0,0,0,0,1,6,0,6,50,21,46,62,33,53,54,darkness,46,43,40,11,0,1,0.0456
7913,41,male,175,73,4,5,6,8,3,5,8,7,2,5,55,41,67,56,26,46,44,35,0,0,1,1,0,0,0,0,1,3,1,5,32,61,46,44,6,33,41,trap_exit,62,39,15,15,0,1,0.0473
7914,13,female,157,72,8,6,6,6,6,7,6,9,5,4,42,51,78,74,52,63,58,71,1,70,0,1,1,1,0,0,1,6,1,7,55,56,44,51,40,58,37,neutral,50,27,31,15,0,2,0.0655
7915,35,male,170,92,6,6,6,4,8,7,5,5,5,5,43,40,44,49,50,67,31,60,0,0,1,1,1,4,0,0,0,0,0,0,36,55,35,49,54,55,45,neutral,42,51,19,11,0,2,0.0552
7916,37,male,175,85,4,5,7,8,4,3,8,6,5,9,23,37,35,21,71,67,49,70,1,63,1,1,0,0,1,9,1,7,0,1,42,54,15,36,65,52,72,darkness,16,73,29,14,1,91,0.85
7917,12,male,165,75,5,4,6,5,3,6,6,7,5,4,28,29,42,28,55,44,42,25,0,0,0,0,1,1,0,0,1,6,0,4,29,91,13,13,78,31,89,resource_rich,24,60,19,13,1,87,0.7501
7918,15,female,177,62,6,5,5,6,4,5,5,5,6,3,56,54,68,59,44,57,51,42,0,0,1,1,1,3,1,6,0,0,0,6,59,10,74,52,34,73,57,darkness,63,21,29,8,1,168,0.5751
7919,40,female,157,74,3,4,4,5,6,7,2,2,4,1,37,54,40,44,57,58,29,58,1,45,1,1,1,5,1,2,1,3,0,3,73,61,32,53,39,49,43,mechanical_noise,37,59,56,12,1,138,0.7488
7920,39,male,178,96,6,5,4,6,5,5,5,3,6,3,49,45,54,60,51,43,54,50,1,16,0,0,0,0,0,0,1,4,1,7,24,61,37,58,41,48,45,darkness,39,45,31,11,0,2,0.0558
7921,36,male,178,74,4,6,7,7,6,6,6,8,3,0,31,28,24,26,50,61,40,66,0,0,0,1,1,3,1,5,0,0,0,4,41,55,30,38,65,43,53,neutral,24,61,12,13,0,14,0.1794
7922,49,female,172,69,4,4,7,2,2,4,4,4,2,7,42,35,30,28,49,46,44,80,1,81,1,1,1,2,1,10,1,4,0,1,44,77,33,39,61,34,58,neutral,46,51,24,13,0,23,0.1953
7923,46,female,167,47,5,4,5,5,6,5,5,6,4,5,31,52,56,45,47,56,22,69,1,34,1,0,0,0,1,5,1,3,0,0,68,46,44,58,23,76,46,cave_isolation,39,28,28,12,1,89,0.7016
7924,45,male,187,61,7,6,6,7,6,7,7,7,3,7,61,39,63,54,36,60,43,34,0,0,1,1,1,4,1,6,0,0,1,5,46,54,43,63,24,45,72,neutral,46,36,34,12,1,97,0.6841
7925,60,male,169,82,7,6,7,7,0,6,7,6,7,6,40,41,54,39,53,48,32,58,1,30,0,0,0,0,0,0,0,0,0,5,32,53,37,44,48,38,39,neutral,47,45,23,11,0,4,0.0344
7926,35,male,175,65,6,4,6,3,4,4,2,5,5,4,59,63,75,55,46,34,51,58,0,0,0,0,0,0,0,0,1,2,1,end,100,39,59,69,31,84,14,trap_exit,70,38,38,4,1,59,0.4134
7927,40,male,173,72,3,5,2,4,3,8,5,3,3,7,32,55,55,45,45,45,27,27,1,40,0,0,0,0,0,0,0,0,0,0,58,50,37,30,34,52,44,neutral,36,47,28,13,0,2,0.0532
7928,48,female,153,69,6,4,4,7,6,4,4,2,5,3,58,55,52,55,45,66,53,22,1,65,0,1,0,0,0,0,0,0,1,6,54,29,62,77,28,62,31,darkness,68,37,46,3,0,3,0.0407
7929,20,male,193,69,2,6,7,5,9,5,6,7,7,3,49,24,37,44,44,64,51,62,1,43,0,1,0,0,0,0,0,0,0,5,68,52,39,35,38,41,52,haunted_hotel,41,43,22,12,0,15,0.1369
7930,12,female,159,35,2,5,6,4,3,6,4,7,5,3,53,43,54,52,55,40,39,41,1,45,1,1,1,2,0,0,1,2,0,6,43,33,50,62,38,73,24,darkness,49,32,44,9,0,2,0.0383
7931,32,male,175,66,4,3,8,5,3,5,5,7,3,7,39,30,38,25,56,53,30,64,0,0,1,0,1,1,1,7,1,9,0,1,30,71,30,34,67,49,50,resource_rich,28,60,29,13,1,85,0.7877
7932,42,male,185,76,6,4,5,6,6,4,6,3,1,9,63,47,70,55,33,62,45,64,1,45,1,1,1,4,0,0,0,0,1,2,61,49,59,63,46,61,45,neutral,56,31,25,12,0,2,0.0426
7933,25,female,160,62,6,7,6,5,9,5,4,5,4,3,64,60,68,51,45,53,57,39,0,0,0,1,0,0,0,0,1,4,0,2,74,38,54,64,19,83,29,neutral,63,48,42,6,0,2,0.0679
7934,39,male,184,65,6,5,6,6,7,4,7,5,2,4,41,40,47,51,56,59,25,47,0,0,0,0,0,0,0,0,0,0,0,3,45,44,52,60,30,56,48,mechanical_noise,49,46,26,14,1,102,0.568
7935,27,female,150,73,6,5,7,8,5,5,6,9,1,6,48,26,28,43,33,48,38,55,0,0,0,0,1,4,1,4,0,0,0,1,20,48,29,15,58,39,70,mechanical_noise,24,53,19,15,0,22,0.1531
7936,29,male,168,85,5,5,3,6,5,6,6,5,1,3,61,55,63,60,34,42,37,37,0,0,0,1,0,0,0,0,0,0,0,6,90,31,49,51,12,57,31,neutral,59,42,32,9,0,1,0.0507
7937,28,female,170,72,4,5,8,5,3,5,6,9,6,7,22,35,47,52,80,41,37,71,0,0,1,1,0,0,1,1,1,9,1,4,26,78,29,41,43,37,56,liminal_office,42,61,10,12,1,69,0.6713
7938,22,male,164,65,4,8,7,8,2,3,6,5,6,5,33,38,49,36,54,50,51,68,1,28,0,1,1,2,1,10,1,6,1,0,49,38,29,48,44,23,67,trap_exit,40,35,26,9,1,85,0.8551
7939,12,male,180,61,3,5,6,7,4,5,5,6,0,5,61,43,39,37,21,47,32,62,0,0,0,1,1,3,0,0,1,9,1,6,55,9,47,51,42,62,36,mechanical_noise,41,43,24,13,1,161,0.5061
7940,41,female,151,71,7,6,8,4,6,4,4,5,7,6,16,52,58,42,85,61,70,77,0,0,1,1,0,0,1,10,1,6,0,1,35,42,14,6,65,17,70,neutral,4,57,17,18,1,84,0.8608
7941,42,male,171,87,5,3,4,5,4,4,6,5,5,9,56,35,45,41,34,54,34,58,0,0,0,0,0,0,1,2,0,0,0,5,42,59,19,31,29,68,40,trap_exit,64,61,34,14,1,116,0.5248
7942,33,male,179,73,5,4,6,6,5,6,4,5,3,1,61,36,43,38,37,52,46,64,0,0,1,1,0,0,0,0,1,5,0,5,60,57,58,48,58,61,26,haunted_hotel,67,52,25,14,0,5,0.1422
7943,41,male,165,67,5,8,3,7,6,7,7,3,4,6,28,49,32,32,66,67,46,29,0,0,1,0,0,0,0,0,1,4,0,4,36,78,21,24,58,50,45,liminal_office,26,70,16,12,0,18,0.2215
7944,22,female,179,61,5,7,6,4,3,6,6,7,5,6,38,45,71,62,65,42,39,67,1,55,1,1,0,0,1,2,0,0,0,0,65,82,27,27,12,60,63,neutral,36,53,25,13,1,84,0.5024
7945,12,male,171,77,5,5,6,3,3,4,2,6,3,5,38,39,53,52,67,49,35,38,0,0,1,1,0,0,1,4,0,0,0,3,48,56,49,52,26,58,59,darkness,50,42,42,10,0,3,0.0366
7946,30,male,179,78,1,3,4,6,7,6,7,6,2,8,56,52,55,49,30,53,54,53,0,0,1,1,0,0,0,0,0,0,0,8,35,40,29,34,24,83,11,cave_isolation,36,42,24,13,1,109,0.6161
7947,51,other,165,85,6,8,7,6,6,5,3,6,6,1,30,33,56,52,57,53,59,52,0,0,1,0,1,1,0,0,0,0,0,1,32,68,15,26,55,29,62,liminal_office,18,53,19,13,1,58,0.6109
7948,32,female,169,68,4,6,3,5,6,4,3,3,5,5,37,54,44,51,47,58,43,37,1,24,1,1,0,0,0,0,0,0,1,0,34,58,20,27,39,39,60,darkness,28,55,35,12,0,2,0.045
7949,12,male,188,80,5,4,8,1,6,6,3,4,4,1,33,34,37,46,49,63,46,50,0,0,0,1,0,0,1,9,0,0,0,1,35,68,26,12,50,19,77,resource_rich,24,71,2,15,1,60,0.7339
7950,44,female,156,64,4,4,4,5,5,8,7,5,4,2,76,38,47,62,39,43,36,28,0,0,1,1,1,1,0,0,0,0,0,end,69,59,67,63,26,55,49,trap_exit,74,42,17,9,1,46,0.541
7951,12,male,195,73,5,4,7,5,7,6,3,6,5,9,33,28,32,34,60,51,58,52,0,0,1,0,0,0,0,0,1,7,0,0,74,46,39,45,47,62,57,liminal_office,35,41,23,13,1,162,0.9404
7952,66,male,180,91,8,6,5,2,2,6,6,4,7,4,15,46,48,46,59,51,38,46,0,0,1,1,0,0,0,0,0,0,1,4,0,67,18,20,71,20,57,liminal_office,18,55,4,21,0,4,0.0565
7953,48,female,169,70,9,5,8,5,4,7,4,6,7,5,32,39,45,47,63,51,57,46,1,14,1,1,0,0,0,0,1,6,0,5,43,47,38,42,43,60,33,haunted_hotel,53,65,23,13,1,74,0.502
7954,32,male,164,77,6,5,5,6,5,5,5,6,7,9,45,42,64,60,66,59,50,65,0,0,0,1,1,3,1,8,1,5,1,2,52,48,54,57,27,65,30,cave_isolation,48,42,20,9,1,75,0.8239
7955,32,male,169,81,3,4,5,6,6,5,8,6,6,6,49,48,41,37,57,57,48,77,0,0,1,1,1,3,1,10,0,0,0,0,61,39,40,40,81,53,54,liminal_office,41,39,17,12,1,129,0.6246
7956,29,male,175,68,5,3,6,4,6,5,3,6,5,5,30,33,34,50,64,69,36,56,0,0,0,0,1,1,1,3,0,0,0,7,16,38,37,34,52,40,50,flooding,32,62,38,10,0,2,0.0501
7957,12,female,165,56,3,3,3,6,6,7,8,5,5,5,58,57,52,39,29,51,35,70,1,34,1,1,1,3,0,0,1,6,1,6,39,38,54,65,46,63,42,neutral,64,30,19,7,1,114,0.6139
7958,28,male,175,75,5,7,7,6,7,7,6,4,8,3,46,37,47,55,61,51,68,68,1,58,1,0,0,0,1,8,0,0,0,2,43,34,34,59,41,66,8,neutral,41,42,29,13,0,1,0.0538
7959,47,male,165,66,6,6,4,8,4,7,7,4,3,4,44,49,57,72,53,52,29,35,0,0,1,1,1,1,1,3,1,7,0,7,70,35,44,43,28,59,63,flooding,42,45,28,13,0,4,0.0577
7960,38,female,162,81,3,4,4,5,6,5,4,3,4,6,39,48,60,42,52,61,48,30,0,0,0,1,1,2,1,4,1,2,1,3,42,58,33,59,67,73,21,neutral,65,37,43,14,1,128,0.6599
7961,19,male,171,89,4,5,2,3,3,3,7,1,7,2,30,62,62,62,70,47,34,37,1,71,0,0,0,0,0,0,0,0,0,7,82,54,47,51,23,56,44,cave_isolation,39,41,14,12,0,3,0.0489
7962,37,female,165,63,8,7,5,5,3,5,6,6,8,4,17,35,27,34,74,53,54,88,1,37,1,1,1,4,0,0,0,0,0,4,34,50,24,20,69,28,77,resource_rich,5,65,4,17,0,14,0.1463
7963,12,male,169,79,4,7,4,6,3,6,7,5,5,3,67,52,59,53,37,30,45,30,0,0,0,1,0,0,1,4,0,0,0,6,100,10,56,55,21,71,48,darkness,48,40,34,7,0,1,0.0418
7964,45,male,186,93,6,7,6,6,4,7,6,6,5,3,70,44,38,50,33,33,25,54,1,51,0,1,1,5,1,10,1,4,0,end,61,73,54,47,60,46,50,trap_exit,70,39,37,10,0,4,0.0448
7965,38,male,178,100,5,6,3,5,6,4,2,2,6,7,51,66,63,64,49,45,24,31,0,0,1,1,0,0,0,0,0,0,0,7,88,49,55,64,24,59,50,neutral,48,52,31,11,0,1,0.0395
7966,27,male,173,86,4,8,7,7,6,5,6,7,6,3,49,39,51,30,53,66,54,61,0,0,0,1,1,2,1,6,0,0,0,8,67,45,54,69,57,65,6,neutral,50,49,25,10,0,23,0.1403
7967,17,female,177,89,7,5,7,7,6,5,6,9,2,4,50,54,49,58,48,62,51,73,1,38,1,1,1,4,1,4,0,0,0,8,52,45,45,29,35,58,49,haunted_hotel,35,46,19,12,1,103,0.6647
7968,36,female,165,60,5,3,6,3,4,5,4,4,5,0,19,47,48,44,65,58,44,39,1,67,1,1,1,2,1,5,1,6,0,0,61,54,40,44,57,49,35,darkness,30,40,7,11,0,23,0.1543
7969,28,female,169,55,6,5,3,8,5,8,7,6,5,8,44,51,73,37,55,55,55,39,1,50,0,1,1,3,0,0,0,0,0,0,47,54,35,47,33,42,30,darkness,38,51,29,16,0,4,0.0566
7970,41,female,166,92,8,4,4,3,6,5,5,5,3,7,38,52,54,43,57,52,47,37,1,55,0,1,0,0,0,0,1,5,1,4,28,50,22,21,63,29,71,resource_rich,25,71,19,18,1,79,0.7315
7971,12,female,157,60,5,4,3,5,6,3,3,3,6,4,46,55,83,67,43,48,28,62,0,0,1,1,0,0,0,0,1,3,0,8,47,41,51,54,26,94,3,cave_isolation,62,39,40,11,0,2,0.0288
7972,26,female,169,74,2,5,4,6,7,3,3,4,0,4,64,38,46,31,28,49,22,53,0,0,0,0,0,0,0,0,1,10,1,2,73,49,43,43,43,63,20,liminal_office,61,32,34,11,0,5,0.1522
7973,34,female,164,64,7,8,5,4,2,4,4,5,5,5,52,60,66,59,53,35,47,58,0,0,0,1,0,0,0,0,1,8,0,6,70,11,46,54,31,47,49,darkness,59,36,12,8,0,3,0.0444
7974,35,male,170,70,5,4,6,6,4,5,6,7,9,3,20,47,54,53,64,67,53,51,1,53,0,0,0,0,1,2,1,5,0,1,35,66,33,50,55,10,82,neutral,39,49,10,14,1,112,0.6787
7975,22,female,183,52,6,6,5,8,6,6,6,4,3,4,58,49,52,44,29,51,30,42,0,0,1,0,0,0,0,0,1,7,1,5,72,53,35,48,51,50,54,haunted_hotel,55,37,31,8,0,23,0.1437
7976,26,male,181,104,7,4,3,6,4,5,2,2,4,6,29,63,58,58,63,41,24,55,0,0,0,1,0,0,0,0,0,0,0,3,48,46,36,41,20,66,21,neutral,42,39,41,10,1,77,0.4296
7977,25,female,154,73,4,6,3,2,5,4,5,5,2,7,65,59,69,60,45,39,30,60,1,45,0,1,1,2,0,0,1,4,1,2,49,28,57,64,35,67,41,darkness,79,38,53,3,0,1,0.0447
7978,40,female,166,60,6,8,7,6,3,5,7,6,7,2,46,33,54,43,65,43,61,7,1,12,1,0,0,0,0,0,0,0,0,5,96,57,64,76,24,61,51,haunted_hotel,68,29,24,8,1,143,0.5506
7979,16,male,163,99,3,6,5,5,6,8,6,3,3,0,28,29,23,26,64,72,39,42,0,0,0,1,0,0,1,4,0,0,0,4,2,44,22,29,79,31,59,resource_rich,10,63,12,17,0,7,0.2156
7980,25,female,164,57,6,8,7,8,5,5,9,5,4,7,35,35,27,34,54,48,40,72,0,0,0,1,0,0,1,8,1,10,0,1,42,59,15,16,71,39,53,neutral,18,52,9,21,1,95,0.6993
7981,26,female,167,51,5,7,5,5,5,4,6,7,3,6,61,27,41,54,32,46,38,44,0,0,1,1,1,1,0,0,1,4,0,5,36,55,27,58,40,59,33,haunted_hotel,56,71,29,13,0,2,0.041
7982,27,female,159,75,6,6,4,4,6,7,7,5,4,9,37,53,50,58,40,47,46,41,1,55,1,0,0,0,1,8,1,6,0,1,42,73,33,33,69,20,57,liminal_office,34,68,13,12,0,12,0.2195
7983,20,male,172,86,8,5,8,5,5,7,5,6,4,5,56,35,40,34,41,66,47,78,0,0,0,1,0,0,1,4,1,7,0,0,59,60,43,55,56,55,39,trap_exit,42,72,29,14,1,95,0.6139
7984,13,female,171,50,3,4,5,4,5,6,2,6,1,9,59,47,42,57,27,54,33,14,0,0,1,0,0,0,1,6,1,4,0,7,50,49,61,50,53,72,30,flooding,46,48,58,9,1,82,0.6044
7985,30,male,169,75,8,7,7,7,8,8,4,9,4,4,26,35,29,37,59,68,50,37,1,44,1,1,0,0,1,3,1,2,0,1,21,68,18,11,45,39,47,flooding,15,57,24,11,1,94,0.7819
7986,26,female,162,53,4,6,3,6,3,7,6,4,3,5,41,53,44,43,44,48,34,35,1,43,0,1,1,1,0,0,0,0,0,8,88,67,63,64,27,96,15,cave_isolation,74,36,7,11,0,1,0.0465
7987,45,male,182,89,4,7,6,7,7,6,6,8,2,8,43,29,34,33,60,64,53,20,1,76,0,1,1,2,0,0,1,5,0,4,15,54,28,22,72,43,55,neutral,36,61,30,17,1,108,0.7838
7988,31,male,186,76,5,2,5,5,4,7,2,6,3,5,53,44,59,37,37,59,27,74,1,37,1,1,1,1,1,2,1,3,0,6,69,18,44,54,26,65,18,trap_exit,58,48,32,14,0,10,0.1649
7989,33,male,177,99,8,8,7,8,6,6,7,5,6,8,44,26,22,44,53,62,68,61,1,42,1,0,1,4,0,0,0,0,0,0,40,49,43,38,44,68,46,cave_isolation,36,66,27,13,1,97,0.721
7990,49,female,155,65,7,5,6,5,5,4,4,4,7,4,53,39,53,45,45,51,51,69,0,0,1,1,1,5,0,0,0,0,0,end,52,47,38,57,41,60,42,trap_exit,58,33,25,12,0,2,0.0431
7991,52,male,169,78,7,6,5,8,4,6,5,5,3,4,66,34,46,44,41,41,49,45,0,0,0,0,0,0,0,0,1,5,0,end,61,52,60,55,44,41,24,darkness,58,38,47,12,0,2,0.0488
7992,18,male,175,94,5,7,8,5,4,4,6,8,2,6,40,46,65,63,44,47,40,46,0,0,1,0,1,3,0,0,0,0,0,0,51,53,32,41,35,46,43,darkness,20,65,24,18,1,132,0.5895
7993,19,male,179,91,4,8,6,6,3,8,6,5,7,0,19,41,44,34,66,52,40,50,1,56,1,0,1,3,0,0,0,0,0,1,43,63,24,29,58,26,59,liminal_office,18,59,12,15,1,81,0.504
7994,12,female,167,63,3,2,5,5,6,6,4,6,4,6,17,35,34,28,56,65,42,39,0,0,1,1,1,4,1,8,1,5,1,4,10,43,26,26,78,24,74,liminal_office,14,78,17,15,1,103,0.882
7995,12,female,162,74,5,6,8,6,7,7,7,7,3,5,29,21,46,30,50,81,56,69,0,0,0,1,0,0,0,0,0,0,1,4,27,59,26,36,54,29,57,liminal_office,24,56,13,16,1,78,0.6371
7996,39,male,176,66,3,6,7,6,5,3,7,7,8,2,44,48,63,53,52,53,35,45,1,48,1,1,0,0,0,0,0,0,0,8,39,44,78,80,34,88,5,cave_isolation,66,25,24,7,0,2,0.0409
7997,32,female,157,62,6,3,5,4,4,6,4,5,3,4,47,50,76,63,57,51,45,49,0,0,0,1,0,0,1,6,0,0,0,7,84,40,35,36,1,61,44,flooding,46,44,9,8,1,57,0.4214
7998,46,female,157,68,7,5,4,7,3,6,5,5,5,9,35,30,28,41,55,54,44,61,1,68,1,0,0,0,0,0,0,0,1,4,3,81,37,24,53,43,60,resource_rich,31,47,22,17,0,12,0.1479
7999,29,male,178,75,2,5,7,5,5,3,5,7,6,4,18,47,34,40,53,62,41,76,0,0,1,0,0,0,0,0,1,10,0,1,24,73,8,27,53,35,30,liminal_office,6,59,0,18,1,160,0.7409
8000,28,male,179,76,3,4,5,5,6,4,5,5,3,7,57,46,47,42,36,45,31,32,1,30,0,1,0,0,1,5,0,0,0,5,51,38,38,43,38,58,42,haunted_hotel,42,53,13,10,0,13,0.1492
8001,29,male,174,73,3,3,4,3,3,6,4,4,6,4,21,50,64,50,71,51,50,66,0,0,1,0,0,0,0,0,0,0,1,0,42,50,30,41,23,83,53,neutral,24,76,15,15,0,4,0.0381
8002,41,other,177,76,5,2,4,2,5,4,3,3,3,4,50,58,67,51,44,46,28,54,0,0,1,0,0,0,0,0,0,0,1,2,61,39,37,57,29,65,35,darkness,39,45,15,6,0,2,0.0345
8003,26,male,168,70,7,4,3,4,5,4,6,2,5,7,64,55,43,46,32,51,53,39,0,1,0,0,1,4,1,8,0,0,0,2,76,16,67,43,58,83,33,darkness,55,32,30,11,1,168,0.687
8004,36,female,162,53,5,5,5,6,5,1,4,5,5,5,55,52,62,49,47,41,22,50,1,52,0,1,0,0,0,0,1,6,1,2,70,56,47,60,28,66,33,neutral,49,34,25,6,1,121,0.5646
8005,33,female,163,61,5,5,6,6,7,7,7,6,3,8,54,53,74,54,41,57,48,50,1,33,0,1,0,0,0,0,0,0,0,6,66,20,58,53,3,52,50,haunted_hotel,61,40,34,12,0,2,0.0431
8006,18,male,183,75,4,8,4,6,6,6,5,5,4,5,26,52,58,68,77,55,42,50,1,61,1,0,0,0,0,0,1,4,0,7,45,50,25,41,16,56,60,flooding,33,64,12,14,0,1,0.0609
8007,45,female,160,71,5,5,4,6,7,7,2,7,5,5,23,35,54,48,67,63,43,36,0,0,0,1,0,0,0,0,1,9,0,1,25,52,7,23,35,37,57,neutral,14,76,29,15,1,83,0.6765
8008,32,male,177,93,8,3,7,5,6,2,4,6,5,5,39,33,44,37,58,52,40,27,1,19,1,0,0,0,0,0,0,0,1,0,57,40,31,28,42,70,64,darkness,21,30,30,14,0,3,0.0476
8009,73,female,165,35,4,4,4,5,4,3,6,4,4,2,43,44,48,53,48,46,25,28,1,69,1,1,1,3,0,0,0,0,1,0,79,66,29,37,35,79,36,liminal_office,54,53,22,13,0,1,0.0283
8010,31,female,174,68,6,7,4,7,2,6,6,2,6,6,51,52,52,43,62,44,15,59,1,17,0,0,0,0,1,3,1,3,0,3,49,50,52,53,47,56,50,mechanical_noise,53,58,23,11,0,3,0.0456
8011,23,male,175,103,6,5,3,5,7,7,6,4,4,1,32,35,44,27,56,61,37,77,1,50,1,0,1,2,1,4,0,0,0,1,7,47,11,25,47,24,60,resource_rich,9,73,2,15,1,63,0.6451
8012,18,female,166,88,7,5,4,5,8,6,3,5,5,4,39,52,59,57,60,66,48,64,1,64,1,1,1,5,1,10,1,5,1,2,71,49,27,37,26,86,40,cave_isolation,28,49,24,15,1,74,0.7212
8013,48,male,172,78,4,3,8,4,2,8,6,7,6,4,39,38,45,43,55,46,45,61,0,0,1,0,1,2,1,6,1,3,0,5,32,62,22,23,37,67,28,neutral,43,77,25,18,1,92,0.5705
8014,23,male,181,72,4,7,3,5,8,5,6,3,2,6,68,62,67,58,36,58,50,9,1,74,1,0,0,0,1,5,0,0,0,end,77,65,55,75,38,86,17,trap_exit,73,48,31,8,0,4,0.0519
8015,30,female,166,61,4,4,8,7,5,5,4,5,3,8,37,38,53,41,54,55,26,52,0,0,1,1,1,2,1,6,1,4,0,7,48,51,55,62,44,53,66,flooding,51,53,27,7,0,4,0.0536
8016,14,female,162,77,3,5,4,7,7,5,7,3,5,6,64,44,47,54,49,48,50,64,1,49,1,0,0,0,1,8,1,6,1,2,85,40,59,56,30,77,30,mechanical_noise,68,50,46,9,0,23,0.1922
8017,41,male,163,82,5,5,3,4,5,4,4,3,6,1,38,51,35,41,49,59,42,41,1,26,1,1,0,0,0,0,0,0,0,0,40,68,34,38,54,84,30,liminal_office,47,52,24,11,0,6,0.1096
8018,27,other,178,81,6,2,6,4,3,7,4,5,4,3,48,46,67,54,54,28,36,51,1,37,0,0,0,0,1,5,1,9,0,8,26,53,43,54,39,90,42,cave_isolation,36,46,12,11,0,4,0.0312
8019,22,male,172,96,4,4,6,4,3,5,4,6,4,9,45,44,37,42,63,39,21,45,0,0,1,1,1,4,1,5,1,5,0,3,58,49,45,48,49,71,50,mechanical_noise,44,43,45,9,0,9,0.1013
8020,36,female,167,65,5,4,4,4,6,6,3,4,8,6,22,49,32,44,84,52,42,51,0,0,1,0,0,0,1,8,0,0,0,4,8,76,21,22,69,26,83,liminal_office,21,63,20,15,0,23,0.2143
8021,55,male,174,74,6,5,8,6,9,5,8,7,7,3,50,47,55,47,43,64,72,66,1,23,1,1,0,0,0,0,1,7,0,5,61,39,23,24,27,54,58,haunted_hotel,43,60,19,16,0,3,0.0536
8022,12,female,166,62,4,6,7,4,5,1,5,7,5,5,60,36,40,47,41,57,48,46,1,36,1,1,0,0,0,0,1,4,0,5,73,55,23,36,43,49,51,haunted_hotel,34,41,33,10,0,1,0.0447
8023,32,female,167,57,2,3,3,7,1,3,5,3,3,4,68,62,65,51,42,25,27,39,0,0,0,0,0,0,1,5,1,5,0,6,31,9,55,50,23,55,40,darkness,41,47,24,10,0,13,0.1046
8024,45,female,157,75,7,6,6,4,7,6,5,6,4,9,63,48,63,57,23,57,39,63,1,39,1,1,0,0,1,4,1,5,0,end,84,28,48,59,29,51,46,haunted_hotel,64,33,23,5,0,3,0.0489
8025,44,male,173,66,2,6,4,4,4,4,4,6,3,5,54,48,50,40,47,47,22,33,1,77,1,1,1,4,1,7,1,5,0,8,63,70,48,40,30,63,28,neutral,55,43,18,10,0,2,0.0458
8026,47,male,177,72,7,6,4,6,6,5,9,5,3,3,33,46,55,52,55,61,42,33,0,0,0,1,1,1,0,0,1,3,0,0,55,46,46,43,19,58,47,mechanical_noise,37,43,27,13,0,2,0.058
8027,34,female,160,58,3,7,3,7,5,3,5,4,7,5,55,57,63,67,52,57,43,62,1,53,0,1,0,0,0,0,1,6,0,8,89,53,61,62,10,82,24,cave_isolation,61,29,33,9,0,2,0.0438
8028,23,male,179,64,2,7,4,4,3,6,4,4,4,5,36,30,50,37,56,43,51,32,1,49,0,1,0,0,0,0,0,0,0,1,19,64,49,25,58,36,63,neutral,29,35,28,17,0,4,0.0415
8029,38,female,164,72,2,5,6,5,5,7,5,6,6,5,62,45,66,63,35,34,52,38,0,0,0,0,0,0,0,0,0,0,1,end,88,56,52,59,20,66,38,trap_exit,67,34,25,9,0,3,0.0662
8030,73,male,159,72,6,3,4,5,5,4,3,3,2,6,54,51,47,43,43,39,30,37,1,9,0,1,0,0,0,0,1,4,0,2,33,33,27,50,37,52,29,darkness,49,35,33,12,1,129,0.6472
8031,25,female,167,86,7,7,3,3,6,5,4,5,6,5,48,45,38,48,48,55,42,51,0,0,0,1,1,5,0,0,1,4,0,2,56,50,50,54,62,67,24,cave_isolation,49,44,25,11,1,82,0.7615
8032,33,female,161,62,7,5,5,5,4,4,5,5,3,7,49,39,54,53,36,37,50,60,0,0,1,0,0,0,0,0,0,0,0,5,52,61,39,53,39,67,38,haunted_hotel,60,36,18,12,0,1,0.0473
