character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,visibility,entity_density,entity_aggression,level_difficulty,resource_density,maze_complexity,geometry_stability,special_rule,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,survived_24h,survival_time_hours,escape_probability
8804,79,female,144,126,7,1,4,10,6,0,7,7,5,2,12,11,74,46,35,29,21,84,0,0,0,0,1,5,0,0,0,0,0,0,43,65,36,63,69,87,46,cave_isolation,50,66,77,9,1,54,0.529
8805,20,male,158,139,7,9,1,2,1,3,3,2,6,4,24,22,74,12,89,79,57,58,1,92,0,1,0,0,0,0,0,0,0,3,30,61,21,58,28,51,41,haunted_hotel,48,26,85,1,1,52,0.741
8806,33,male,181,61,7,7,0,10,9,6,2,1,2,3,22,51,40,80,30,64,50,85,0,0,1,0,1,5,1,7,1,4,0,2,74,40,57,35,52,30,32,haunted_hotel,58,7,71,23,1,87,0.455
8807,38,male,154,64,4,6,7,1,9,8,6,7,6,9,59,61,15,42,68,40,26,65,1,20,1,0,0,0,1,4,0,0,0,6,11,76,69,69,26,43,37,neutral,58,90,41,20,0,0,0.182
8808,21,female,197,120,1,7,0,4,1,6,9,5,9,2,88,80,76,79,81,70,46,27,0,0,1,1,1,0,0,0,0,0,0,0,79,34,49,80,47,27,45,darkness,77,35,73,24,0,0,0.202
8809,72,female,153,110,10,7,8,9,0,2,2,4,0,4,39,84,15,6,60,86,89,31,0,0,1,0,0,0,1,1,0,0,0,1,73,66,38,76,76,61,29,haunted_hotel,83,54,57,17,0,0,0.162
8810,62,male,187,35,10,5,10,8,7,3,0,10,6,6,63,53,35,34,65,82,71,67,1,47,0,1,0,0,0,0,0,0,0,8,75,51,57,68,27,45,25,darkness,68,63,35,3,0,0,0.213
8811,21,male,202,131,9,6,7,0,2,4,1,10,2,1,17,89,30,51,72,43,27,46,1,45,1,0,0,0,0,0,0,0,1,8,71,66,39,50,63,72,76,haunted_hotel,30,95,63,21,0,0,0.263
8812,17,female,194,75,7,5,0,2,2,7,3,8,6,1,72,26,48,82,85,20,33,38,1,56,0,1,1,5,1,6,1,7,0,6,12,63,81,30,82,54,68,mechanical_noise,25,39,45,5,1,17,0.685
8813,73,female,171,96,3,10,6,9,1,1,1,0,2,0,45,16,64,67,29,33,46,41,1,62,0,0,0,0,1,8,0,0,0,4,80,24,34,86,71,37,76,cave_isolation,37,65,83,16,1,15,0.792
8814,16,male,175,35,8,0,2,9,6,10,5,5,5,4,86,71,77,44,66,36,45,31,1,63,0,1,0,0,1,8,1,10,0,3,73,35,41,52,70,49,46,trap_exit,38,13,72,0,0,0,0.284
8815,74,male,196,39,9,4,5,2,8,0,3,3,0,5,22,15,6,53,72,33,53,39,1,76,0,0,1,0,0,0,1,9,0,end,74,49,61,42,42,46,60,mechanical_noise,35,59,46,3,1,88,0.593
8816,67,male,183,82,5,9,9,6,3,5,3,4,6,4,65,45,62,60,32,40,57,20,0,0,0,1,0,0,0,0,0,0,0,2,39,31,67,66,66,67,84,darkness,72,93,53,14,0,0,0.263
8817,70,female,173,39,10,0,1,8,3,4,4,6,3,5,83,79,85,7,73,45,78,69,1,28,0,0,1,4,1,7,0,0,0,8,48,34,60,74,30,74,49,neutral,33,86,19,22,0,0,0.307
8818,74,other,190,105,9,1,10,10,5,0,5,1,4,6,80,48,12,82,85,59,81,82,0,0,0,0,0,0,0,0,1,2,1,7,27,79,52,30,79,85,37,liminal_office,37,44,59,5,0,0,0.19
8819,70,male,208,118,6,4,0,10,3,9,9,1,10,6,88,11,25,8,32,71,22,34,1,94,1,0,1,0,0,0,0,0,1,0,80,69,50,67,54,26,75,resource_rich,70,60,62,7,0,0,0.313
8820,62,male,149,60,2,1,4,4,6,1,9,6,9,10,25,15,69,27,58,54,78,20,0,0,1,1,0,0,0,0,1,4,0,2,37,29,24,34,28,71,52,darkness,82,69,15,12,1,31,0.723
8821,61,male,151,83,1,3,6,10,5,10,0,5,3,7,59,65,20,48,32,31,90,23,0,0,1,0,0,0,1,1,1,7,0,2,48,32,51,79,75,86,36,liminal_office,48,31,74,20,0,0,0.18
8822,15,male,180,104,1,2,7,2,8,7,10,7,6,5,30,58,57,68,85,73,26,58,1,81,1,1,0,0,0,0,0,0,0,7,34,62,29,57,51,61,26,neutral,52,12,28,16,1,33,0.558
8823,59,male,142,124,2,8,4,1,4,10,5,7,7,0,46,28,37,46,66,66,23,50,0,0,0,1,1,2,1,10,1,8,0,0,67,67,27,37,26,65,72,flooding,38,12,36,22,1,104,0.51
8824,43,female,204,95,6,9,6,4,3,9,9,8,7,3,56,38,6,42,24,21,56,82,1,28,1,0,0,0,1,9,1,7,1,3,43,36,48,76,68,58,82,neutral,39,23,55,4,0,0,0.217
8825,62,male,179,37,7,4,1,3,2,0,5,5,6,2,76,65,38,59,26,58,29,86,0,0,0,1,0,0,0,0,0,0,1,7,26,51,50,57,78,43,37,flooding,22,75,18,24,0,0,0.226
8826,63,female,204,73,3,1,10,2,9,8,0,10,2,8,26,28,56,69,48,41,69,77,0,0,1,0,0,0,1,10,1,8,0,1,59,50,20,33,49,59,79,neutral,27,26,52,0,1,124,0.609
8827,45,male,210,112,2,9,0,5,7,8,9,8,6,3,57,16,15,13,23,59,49,71,1,67,0,0,0,0,0,0,1,4,0,5,51,34,26,75,58,48,85,liminal_office,53,36,66,20,1,37,0.515
8828,47,female,169,83,10,5,0,3,7,3,3,6,4,7,42,50,34,17,80,23,53,31,1,20,0,0,1,1,1,1,0,0,1,1,79,44,52,74,40,25,30,resource_rich,27,40,16,10,0,0,0.255
8829,54,female,206,48,6,5,9,10,9,7,8,10,1,5,52,64,75,10,53,80,57,61,1,92,0,1,1,1,0,0,0,0,1,end,63,50,48,37,64,70,48,liminal_office,60,31,16,5,0,0,0.124
8830,27,male,182,54,2,4,0,5,2,7,4,0,3,8,64,17,20,48,46,32,69,90,1,85,0,1,0,0,1,9,1,7,0,5,52,23,69,44,83,79,66,mechanical_noise,42,8,20,24,0,0,0.154
8831,70,female,192,92,7,2,2,1,9,1,10,7,7,6,77,63,76,77,55,87,20,79,1,85,1,0,1,2,0,0,1,2,1,3,81,75,60,48,54,37,33,liminal_office,41,23,38,1,0,0,0.236
8832,64,male,169,78,3,7,4,5,5,5,3,8,6,3,11,74,73,21,48,55,28,38,0,0,1,0,0,0,1,6,0,0,1,3,80,28,52,45,36,39,86,neutral,54,95,40,12,1,90,0.372
8833,30,female,180,43,7,4,7,10,0,8,5,4,3,1,67,21,79,41,56,84,57,87,1,66,0,1,1,4,1,6,1,6,1,8,74,20,33,33,50,70,30,haunted_hotel,77,5,65,8,1,46,0.598
8834,52,female,183,97,1,9,6,2,8,1,1,4,7,5,51,16,36,12,35,84,23,83,0,0,1,1,0,0,0,0,0,0,1,4,77,36,27,50,27,78,30,resource_rich,69,62,49,4,1,12,0.505
8835,58,male,176,96,7,8,1,2,10,3,4,2,3,4,74,13,33,9,44,84,59,36,1,30,0,0,0,0,1,10,1,2,0,end,40,68,33,80,64,83,66,haunted_hotel,51,37,44,18,1,100,0.437
8836,65,female,145,40,7,3,8,3,6,4,9,5,6,7,14,73,21,47,87,45,69,49,1,51,0,1,0,0,1,4,0,0,1,3,36,41,28,59,65,61,23,haunted_hotel,50,19,31,20,1,37,0.623
8837,66,female,176,100,9,3,5,3,3,5,0,10,4,2,26,65,44,68,46,62,62,86,1,36,0,1,0,0,1,4,1,8,1,3,59,60,29,44,32,80,89,neutral,43,34,60,19,0,0,0.253
8838,30,other,140,136,2,1,7,2,1,1,10,8,1,3,28,90,77,26,90,58,54,25,1,92,0,0,1,2,1,4,0,0,1,5,48,44,62,72,29,89,36,neutral,43,78,15,12,1,21,0.508
8839,73,female,149,139,1,2,3,9,10,7,9,4,1,10,37,21,40,58,74,32,57,69,1,57,1,0,0,0,1,9,0,0,1,4,75,36,43,74,28,38,49,flooding,25,12,68,15,1,129,0.771
8840,70,male,165,77,6,6,1,0,2,1,1,6,10,10,81,45,47,82,76,49,48,60,0,0,1,1,1,4,1,3,0,0,0,5,64,44,43,61,35,68,55,cave_isolation,35,45,52,6,0,0,0.282
8841,76,female,156,98,8,5,7,0,6,7,2,8,6,2,59,25,76,56,65,85,64,79,1,92,0,0,0,0,1,1,0,0,0,5,30,31,43,66,56,65,50,resource_rich,77,48,36,14,0,0,0.372
8842,79,female,203,131,9,6,1,7,0,10,5,0,5,8,41,64,50,72,74,81,81,72,0,0,0,1,0,0,0,0,0,0,0,3,61,23,52,74,79,52,50,haunted_hotel,83,88,84,8,1,67,0.449
8843,39,female,166,78,0,6,3,1,3,3,5,2,0,10,35,74,35,36,61,89,81,73,1,55,1,1,1,5,1,9,0,0,1,4,66,40,32,30,80,49,78,mechanical_noise,83,91,61,16,0,0,0.353
8844,29,female,207,39,4,8,10,4,6,6,0,10,8,5,41,24,30,21,76,48,44,71,1,25,0,0,0,0,1,5,0,0,1,1,67,70,24,69,78,77,86,neutral,24,27,46,23,0,0,0.191
8845,37,male,157,47,2,2,1,6,8,4,3,10,8,4,58,42,51,59,86,70,77,85,1,83,1,0,0,0,1,2,0,0,1,4,89,39,23,45,69,80,33,liminal_office,84,37,75,22,1,108,0.518
8846,30,male,189,49,8,5,4,10,3,6,8,8,6,7,18,28,5,49,59,84,68,76,0,0,0,0,0,0,1,1,1,10,0,6,12,87,78,63,74,35,67,mechanical_noise,83,36,21,5,0,0,0.171
8847,66,female,204,68,7,1,7,2,6,1,8,10,9,5,22,42,54,66,52,58,27,29,1,54,1,1,1,0,0,0,0,0,0,5,34,33,51,58,43,40,67,flooding,72,11,44,6,0,0,0.309
8848,68,female,159,90,8,2,9,10,3,4,8,4,8,1,46,75,59,9,65,64,21,83,1,46,0,0,1,0,1,9,0,0,1,2,79,54,38,78,62,58,31,trap_exit,20,56,31,0,0,0,0.255
8849,17,male,201,107,8,5,2,7,1,3,6,0,10,2,80,34,54,47,74,75,69,47,0,0,0,1,0,0,0,0,0,0,0,6,28,62,77,68,60,34,73,cave_isolation,73,38,69,12,0,0,0.164
8850,12,other,198,124,9,10,1,1,1,6,0,5,10,2,88,62,42,25,66,78,34,88,0,0,1,1,0,0,0,0,0,0,1,5,70,26,62,38,29,32,88,darkness,34,9,39,11,0,0,0.237
8851,19,female,164,64,2,0,1,6,6,10,9,8,8,8,81,10,47,55,86,57,61,20,1,62,0,0,0,0,1,1,0,0,0,end,49,48,49,57,46,46,67,darkness,64,11,71,14,0,0,0.142
8852,62,female,204,90,6,7,5,3,3,5,3,2,7,10,31,17,81,47,75,49,56,28,1,52,0,1,0,0,0,0,0,0,1,2,62,58,68,51,73,77,63,liminal_office,30,20,36,12,0,0,0.303
8853,36,female,204,120,4,3,2,3,5,3,2,9,3,1,33,33,32,45,22,40,80,35,1,96,0,0,1,2,1,3,1,5,1,2,50,62,22,77,74,67,44,mechanical_noise,58,69,41,9,0,0,0.336
8854,58,female,206,59,5,4,10,3,5,8,8,4,1,8,74,29,78,65,39,82,39,68,0,0,1,0,1,2,1,9,0,0,1,end,59,68,39,57,26,55,60,neutral,32,26,80,15,0,0,0.123
8855,66,female,197,138,7,4,4,8,1,1,0,2,1,0,46,71,19,18,73,49,62,49,0,0,0,1,0,0,0,0,1,2,1,3,83,77,60,77,47,39,70,darkness,77,76,47,3,1,61,0.359
8856,75,female,179,102,9,5,10,3,8,3,2,4,8,1,46,37,81,63,41,50,46,28,0,0,0,1,1,1,1,6,1,7,0,0,81,29,52,74,33,34,48,cave_isolation,66,38,78,8,0,0,0.264
8857,21,male,186,81,10,10,1,3,9,0,6,9,10,7,40,69,21,56,38,78,81,81,1,40,1,0,0,0,0,0,0,0,0,0,48,71,51,61,34,25,20,liminal_office,48,35,67,14,0,0,0.238
8858,67,male,182,62,7,0,5,5,3,8,0,10,8,9,30,63,52,5,54,57,67,45,1,20,0,1,0,0,0,0,0,0,0,5,52,38,50,45,74,54,37,neutral,32,24,71,12,0,0,0.391
8859,23,male,147,71,6,7,2,10,0,8,8,4,7,5,54,60,28,58,65,54,78,25,1,51,1,1,0,0,1,7,0,0,0,4,93,32,54,59,54,37,74,trap_exit,67,69,63,5,0,0,0.381
8860,44,male,201,108,0,4,6,3,7,0,9,0,1,4,50,90,24,39,76,80,37,82,1,33,0,1,0,0,1,1,1,5,1,6,34,67,61,52,74,65,87,flooding,61,93,52,24,0,0,0.224
8861,28,male,173,107,0,2,7,4,10,9,7,3,10,8,46,81,72,51,28,90,80,59,1,33,1,1,0,0,1,7,0,0,1,8,73,32,27,49,29,68,85,darkness,85,41,28,5,0,0,0.214
8862,72,female,147,70,5,7,10,3,3,5,8,0,2,7,26,62,36,7,71,32,24,42,1,60,1,0,1,1,1,6,0,0,0,5,58,31,70,78,65,62,41,liminal_office,60,23,82,0,0,0,0.288
8863,21,female,164,35,8,9,3,1,7,4,10,10,8,6,64,79,64,32,59,47,30,21,0,0,0,1,0,0,1,5,0,0,0,end,63,67,59,31,26,84,32,mechanical_noise,37,9,36,13,0,0,0.125
8864,42,male,165,128,7,2,4,10,0,2,9,1,6,4,81,29,7,63,70,60,59,20,0,0,0,0,1,2,1,10,0,0,0,8,36,37,35,49,82,46,46,liminal_office,31,31,81,19,1,90,0.57
8865,71,female,193,109,0,2,4,4,7,0,7,6,5,2,24,42,56,37,21,81,34,77,1,65,1,1,0,0,1,7,0,0,1,1,62,70,64,58,56,36,34,cave_isolation,81,39,49,5,0,0,0.227
8866,28,female,180,59,7,7,2,9,5,8,9,1,8,5,79,62,37,61,69,82,54,23,1,26,0,1,1,2,1,9,1,7,1,5,64,38,44,90,33,76,62,haunted_hotel,78,43,24,14,0,0,0.204
8867,61,male,202,109,4,9,1,1,10,4,5,7,2,7,65,16,47,11,66,43,75,57,1,23,0,1,0,0,1,3,0,0,0,8,81,52,73,63,38,57,52,neutral,32,51,15,5,1,107,0.496
8868,48,female,146,75,1,7,2,4,9,4,2,0,1,0,70,43,13,41,85,49,29,78,1,27,0,1,1,5,1,1,0,0,1,4,89,42,52,78,59,65,45,resource_rich,63,36,54,7,0,0,0.301
8869,73,male,208,89,6,2,4,4,2,3,6,2,10,10,83,66,58,53,48,72,72,28,1,92,1,1,0,0,0,0,0,0,0,6,8,72,63,63,65,69,61,haunted_hotel,57,67,49,9,0,0,0.125
8870,40,female,189,103,1,3,7,9,2,3,7,7,2,9,78,50,57,40,30,85,73,54,0,0,1,1,1,5,1,3,1,8,0,3,42,54,45,57,40,78,87,resource_rich,27,39,42,6,0,0,0.259
8871,43,male,182,125,3,5,3,4,6,6,5,3,4,7,74,10,58,70,20,40,52,30,1,34,0,1,0,0,1,8,1,9,1,3,48,53,71,62,75,33,48,cave_isolation,65,47,52,12,0,0,0.194
8872,22,female,156,121,10,10,4,9,7,8,1,2,6,2,37,63,76,21,24,30,35,82,1,22,1,0,0,0,1,1,0,0,0,2,76,20,32,58,33,65,76,haunted_hotel,77,86,39,15,1,115,0.608
8873,17,female,160,91,3,0,7,8,8,6,2,3,10,8,50,59,26,6,25,38,31,30,0,0,1,0,0,0,0,0,0,0,0,0,59,46,59,58,20,34,82,trap_exit,44,93,33,12,0,0,0.286
8874,46,male,145,117,4,8,6,10,1,10,5,10,5,3,88,81,6,25,59,32,35,33,0,0,1,0,0,0,0,0,1,9,0,1,76,33,47,69,21,37,86,neutral,25,17,55,7,0,0,0.213
8875,44,other,210,37,5,1,9,0,8,0,5,6,7,4,39,67,83,55,32,70,30,89,1,29,0,1,1,3,0,0,0,0,0,end,53,63,54,79,69,53,90,flooding,83,58,67,18,1,66,0.151
8876,29,male,177,42,1,0,9,9,10,9,9,8,9,0,75,56,21,24,21,24,53,48,0,0,0,1,0,0,1,9,0,0,0,8,35,45,60,37,37,76,28,cave_isolation,36,16,16,10,1,77,0.344
8877,48,female,202,82,7,4,7,4,7,9,3,7,2,1,47,80,39,47,75,26,28,52,1,96,1,0,0,0,1,1,1,9,0,2,79,77,32,70,29,36,41,neutral,69,63,77,21,0,0,0.208
8878,24,female,151,93,8,6,3,7,9,4,9,8,2,2,31,76,51,64,35,27,76,66,1,42,0,1,0,0,1,8,0,0,0,0,50,57,72,64,79,48,33,liminal_office,50,91,60,0,1,74,0.548
8879,75,female,161,70,2,7,1,2,5,0,4,0,9,0,71,47,57,65,89,60,39,58,1,34,0,1,1,5,0,0,0,0,0,1,75,20,23,68,59,68,73,darkness,60,25,18,23,1,46,0.397
8880,12,male,142,89,6,4,1,4,4,5,4,9,2,0,27,12,46,25,63,64,71,46,1,52,0,1,0,0,0,0,0,0,0,6,19,93,48,66,58,38,75,resource_rich,40,67,75,12,1,71,0.349
8881,74,male,158,113,3,7,8,4,1,1,2,6,10,7,43,39,62,78,87,90,24,30,1,78,1,1,0,0,0,0,1,5,0,6,8,62,79,78,60,46,64,mechanical_noise,61,86,51,14,1,62,0.425
8882,45,female,182,111,10,2,1,9,4,7,3,10,0,9,66,15,27,49,56,85,21,69,1,57,0,1,1,4,1,7,0,0,1,3,49,59,67,78,67,74,62,liminal_office,52,73,50,11,1,22,0.444
8883,21,male,206,128,9,6,0,1,3,7,6,0,4,9,44,78,49,69,44,67,69,89,1,81,1,1,0,0,0,0,1,5,0,6,6,82,52,61,40,27,65,liminal_office,62,16,36,24,0,0,0.135
8884,18,female,144,75,10,7,4,7,5,10,8,9,0,10,90,55,20,15,24,69,57,50,1,82,0,1,0,0,1,6,0,0,0,7,53,52,36,38,44,28,42,trap_exit,57,37,72,21,1,66,0.517
8885,67,female,168,108,3,10,8,2,0,6,8,4,10,9,20,12,44,15,44,51,42,69,1,46,0,0,0,0,1,8,1,7,0,1,58,41,50,62,25,26,31,flooding,52,67,35,20,0,0,0.291
8886,48,female,144,93,0,4,8,1,8,3,2,8,8,9,60,73,50,48,20,71,59,25,0,0,0,1,0,0,0,0,1,7,0,0,47,53,74,87,34,32,86,flooding,33,56,70,15,0,0,0.187
8887,40,male,184,68,10,4,10,10,10,0,2,10,6,1,33,13,42,13,74,80,81,53,1,25,1,0,1,0,0,0,0,0,0,2,46,54,40,57,52,87,60,trap_exit,77,49,45,23,0,0,0.338
8888,23,female,193,64,4,6,5,6,0,0,10,5,7,2,19,82,37,36,89,37,40,66,1,70,1,0,0,0,0,0,1,6,0,8,74,61,70,45,59,31,59,neutral,61,34,54,1,1,115,0.732
8889,28,female,163,123,5,1,3,3,1,3,5,6,1,5,59,23,77,17,34,51,73,29,0,0,1,0,1,3,1,10,1,4,0,5,53,38,53,75,32,68,89,haunted_hotel,56,13,23,15,1,88,0.559
8890,59,female,160,96,10,2,8,5,5,0,0,2,0,8,27,14,51,52,70,65,79,27,1,68,0,0,0,0,1,9,0,0,0,0,78,58,30,58,38,79,34,neutral,53,40,71,8,0,0,0.281
8891,37,female,171,104,4,8,1,7,1,1,4,8,9,4,22,23,58,14,36,48,32,35,1,92,0,1,1,0,0,0,1,10,0,end,74,60,47,74,72,37,69,darkness,69,58,84,22,0,0,0.136
8892,23,male,144,89,5,6,3,7,3,2,3,1,1,2,78,78,80,11,28,75,72,58,1,41,0,0,1,2,0,0,0,0,1,3,34,78,36,76,74,65,58,mechanical_noise,74,93,63,16,1,47,0.323
8893,32,male,201,135,2,5,5,8,10,10,9,9,7,1,79,89,82,27,54,46,31,68,1,32,1,0,0,0,0,0,1,1,1,4,73,12,36,54,65,66,62,neutral,34,47,56,24,0,0,0.274
8894,53,male,157,115,10,0,0,3,8,6,0,6,7,0,72,59,7,55,90,63,55,26,1,99,0,0,1,3,0,0,1,4,0,1,76,77,44,66,70,87,67,haunted_hotel,76,51,40,5,0,0,0.166
8895,72,female,174,134,1,10,1,2,9,6,7,2,5,5,45,50,77,37,76,39,79,69,1,57,0,0,0,0,0,0,0,0,1,5,79,76,66,62,66,74,31,mechanical_noise,45,93,16,9,0,0,0.309
8896,69,male,144,138,4,6,1,9,5,5,10,8,6,9,34,57,23,76,48,61,81,42,0,0,0,1,0,0,1,8,1,7,0,8,67,39,23,71,83,70,65,darkness,28,83,59,16,0,0,0.326
8897,65,female,148,130,5,4,0,3,7,9,2,10,8,1,21,65,18,56,89,60,74,35,0,0,0,1,1,3,1,3,1,9,1,2,46,20,22,34,39,45,48,mechanical_noise,53,73,21,13,1,91,0.441
8898,45,female,143,56,9,5,8,2,1,10,10,8,1,0,75,70,36,52,45,39,46,62,0,0,0,1,0,0,0,0,1,3,0,0,77,50,39,51,75,33,66,neutral,55,16,60,21,0,0,0.208
8899,18,female,172,131,5,1,0,0,7,0,8,4,9,5,78,60,31,5,54,49,61,27,1,66,0,1,0,0,0,0,0,0,0,7,50,51,61,38,46,60,87,trap_exit,84,51,29,22,0,0,0.266
8900,46,male,161,56,4,7,0,2,5,0,0,4,5,1,31,32,51,55,67,43,44,45,0,0,1,1,0,0,1,10,1,7,1,end,41,63,51,66,45,44,89,trap_exit,38,70,58,24,0,0,0.109
8901,26,female,198,134,1,9,3,2,0,1,8,7,3,6,40,73,79,73,48,65,28,55,1,35,0,1,0,0,0,0,0,0,0,7,22,45,46,64,52,56,60,mechanical_noise,20,90,31,17,0,0,0.272
8902,76,female,150,116,0,5,10,9,7,4,4,7,4,8,26,59,30,45,86,62,27,77,0,0,1,1,0,0,0,0,0,0,0,6,17,71,51,50,56,37,62,resource_rich,73,79,39,21,1,110,0.603
8903,36,male,208,126,9,1,0,10,3,10,5,5,8,7,77,61,5,69,43,79,64,50,1,24,0,0,1,4,1,10,0,0,0,4,83,10,51,50,34,70,25,neutral,56,59,37,21,0,0,0.413
8904,70,male,149,47,5,7,8,10,7,1,3,3,9,6,27,72,43,67,62,67,66,57,0,0,1,0,1,4,1,10,1,10,0,2,32,49,49,46,38,77,51,trap_exit,63,12,28,11,0,0,0.235
8905,17,female,142,116,0,0,7,5,4,10,1,8,0,2,11,48,9,66,73,60,74,63,1,96,0,1,1,3,0,0,1,3,1,2,52,50,65,63,85,44,31,flooding,23,77,71,15,0,0,0.289
8906,63,male,154,57,0,1,7,3,1,5,9,1,7,7,14,29,74,69,63,49,86,44,1,38,0,1,0,0,1,8,0,0,0,6,14,62,81,90,22,27,70,trap_exit,69,89,29,22,0,0,0.237
8907,32,male,176,133,5,4,6,2,6,6,7,1,6,3,88,47,29,54,26,51,44,57,0,0,1,0,0,0,1,6,0,0,0,6,20,77,72,81,85,29,85,mechanical_noise,83,5,72,14,0,0,0.075
8908,43,male,179,52,0,5,9,7,10,7,0,7,3,4,64,57,55,45,44,62,68,69,1,25,0,1,1,5,1,2,1,1,0,2,70,70,49,84,66,78,78,liminal_office,56,34,42,9,0,0,0.173
8909,64,male,156,108,1,4,8,8,1,10,7,0,1,8,44,11,52,41,22,28,88,78,1,51,1,1,1,5,0,0,0,0,0,7,24,53,62,82,79,79,32,cave_isolation,48,39,18,13,0,0,0.313
8910,70,female,159,100,0,1,6,3,5,10,2,3,3,7,82,33,7,33,70,47,21,80,1,54,0,0,1,5,1,9,1,6,0,0,57,67,65,64,23,56,44,haunted_hotel,26,17,29,7,1,22,0.703
8911,80,female,143,48,6,2,9,4,5,0,3,1,5,8,14,14,49,6,41,47,24,22,0,0,1,1,0,0,1,4,1,10,0,end,78,37,44,68,85,42,32,trap_exit,45,36,81,14,0,0,0.233
8912,73,female,173,66,3,9,10,4,5,6,9,7,8,0,69,66,59,49,74,50,34,51,0,0,0,1,0,0,0,0,1,8,1,2,73,34,60,37,59,41,21,flooding,51,84,82,22,0,0,0.285
8913,15,female,173,64,3,3,7,5,8,5,3,9,9,3,17,57,83,21,71,51,88,21,1,27,0,1,0,0,1,4,0,0,1,5,48,52,62,49,30,34,50,liminal_office,36,75,31,1,1,16,0.789
8914,29,female,206,53,3,7,0,8,10,2,2,10,2,1,66,57,82,70,20,39,34,26,0,0,1,1,0,0,1,2,1,5,0,end,69,50,49,40,55,56,55,cave_isolation,32,28,84,15,1,71,0.506
8915,67,female,167,103,4,0,5,7,9,3,9,4,2,6,87,43,27,39,20,46,47,76,0,0,0,0,1,2,1,6,0,0,0,5,80,63,51,69,34,34,22,liminal_office,26,90,60,13,1,37,0.624
8916,35,male,175,82,8,5,2,4,4,5,2,4,8,4,65,69,75,52,38,86,49,48,0,0,1,0,0,0,1,2,0,0,0,3,57,45,64,78,51,69,51,mechanical_noise,63,92,16,16,0,0,0.281
8917,77,female,174,130,10,10,1,10,6,0,4,4,2,8,60,18,32,41,37,33,49,66,1,73,0,0,1,2,1,7,1,3,0,7,42,78,37,58,77,66,21,cave_isolation,51,63,54,24,0,0,0.16
8918,24,male,180,108,4,6,0,9,6,1,6,4,1,2,73,80,68,35,65,72,69,28,1,75,0,1,0,0,1,10,0,0,0,6,28,78,69,49,75,29,57,cave_isolation,59,18,21,1,0,0,0.155
8919,73,male,198,39,9,8,0,6,2,0,2,4,6,1,68,32,44,79,28,49,35,38,0,0,0,0,1,1,1,4,1,9,0,end,72,69,41,52,60,76,79,trap_exit,30,29,21,6,0,0,0.14
8920,65,male,156,112,1,2,0,1,1,4,2,0,3,9,26,31,47,21,44,22,22,70,1,72,1,1,1,2,1,10,0,0,1,2,73,28,70,84,80,73,40,resource_rich,26,26,30,21,1,87,0.551
8921,26,male,169,73,7,9,10,5,6,3,5,5,5,4,25,33,12,22,25,50,81,46,1,89,1,1,1,4,0,0,1,2,0,8,70,63,71,89,33,75,77,cave_isolation,59,72,60,14,0,0,0.248
8922,80,male,193,140,7,2,2,0,10,5,7,7,3,1,44,67,46,58,45,69,27,47,0,0,1,1,0,0,0,0,1,9,0,5,32,22,25,39,44,87,25,resource_rich,49,72,80,20,1,101,0.697
8923,14,male,191,77,8,9,3,9,10,7,7,10,0,6,84,30,79,72,44,70,69,38,0,0,1,1,1,5,0,0,0,0,1,1,65,32,56,49,31,82,28,mechanical_noise,25,82,65,4,0,0,0.276
8924,48,female,162,53,3,3,3,0,4,8,0,7,0,8,16,83,72,42,52,57,52,27,0,0,1,1,1,4,1,6,1,7,0,7,23,49,30,30,75,59,40,liminal_office,44,20,68,4,1,54,0.498
8925,48,male,158,109,2,0,5,0,4,9,5,7,7,4,54,47,9,64,40,32,52,67,0,0,1,0,0,0,1,5,1,3,1,6,29,65,58,62,49,32,61,liminal_office,30,7,40,3,0,0,0.132
8926,14,female,176,133,9,6,1,1,1,10,2,9,8,2,11,19,47,58,21,51,39,36,1,78,0,1,1,3,0,0,0,0,0,0,40,52,58,36,68,76,60,resource_rich,78,72,55,24,1,74,0.377
8927,74,female,198,73,10,10,4,4,10,0,8,7,5,1,51,15,72,14,22,87,20,59,1,43,1,0,1,4,0,0,1,10,0,7,30,83,61,86,50,29,47,resource_rich,59,67,77,22,1,115,0.608
8928,46,female,175,136,5,9,3,1,7,3,0,1,10,6,36,61,8,63,75,49,69,86,0,0,1,0,0,0,1,3,1,10,0,4,63,15,55,61,64,88,81,trap_exit,49,68,58,17,1,98,0.53
8929,63,male,207,120,0,2,5,5,3,10,7,0,5,6,19,52,58,71,69,21,73,60,0,0,1,1,0,0,1,6,1,4,1,4,61,14,43,54,40,48,37,mechanical_noise,56,63,27,12,1,78,0.781
8930,39,female,165,93,5,4,2,0,5,5,9,9,7,1,60,90,7,13,81,42,85,81,1,61,0,1,0,0,0,0,1,6,1,4,91,12,30,56,73,53,52,cave_isolation,82,28,52,18,0,0,0.248
8931,29,male,166,128,4,10,3,8,9,6,9,3,10,9,44,18,55,28,56,54,45,61,1,21,1,1,0,0,0,0,0,0,1,7,30,82,59,45,41,77,29,flooding,25,48,34,8,1,26,0.401
